path	url
8381	https://www.mathworks.com/matlabcentral/fileexchange/8381-stcsl-standard-version
8383	https://www.mathworks.com/matlabcentral/fileexchange/8383-stcsl-rtw-version
8413	https://www.mathworks.com/matlabcentral/fileexchange/8413-how-can-i-build-my-own-simulink-blocks-in-c-a-tutorial-for-communication-systems-designers
8856	https://www.mathworks.com/matlabcentral/fileexchange/8856-flags
8885	https://www.mathworks.com/matlabcentral/fileexchange/8885-antenna-pointing-loss-blocks
9010	https://www.mathworks.com/matlabcentral/fileexchange/9010-temperature-controller
9096	https://www.mathworks.com/matlabcentral/fileexchange/9096-closed-universe
9222	https://www.mathworks.com/matlabcentral/fileexchange/9222-helicopter-control-design
9425	https://www.mathworks.com/matlabcentral/fileexchange/9425-gas-consumption
9876	https://www.mathworks.com/matlabcentral/fileexchange/9876-wise-goto-block
9986	https://www.mathworks.com/matlabcentral/fileexchange/9986-savedata
10335	https://www.mathworks.com/matlabcentral/fileexchange/10335-4bnoise
10439	https://www.mathworks.com/matlabcentral/fileexchange/10439-mpc555-motor-control-function-blockset
11027	https://www.mathworks.com/matlabcentral/fileexchange/11027-modeling-flexible-bodies-in-simmechanics
11092	https://www.mathworks.com/matlabcentral/fileexchange/11092-bond-graph-add-on-block-library-bg-v-2-1
11199	https://www.mathworks.com/matlabcentral/fileexchange/11199-2-4-7-dofs-suspension-model-for-simulink
11359	https://www.mathworks.com/matlabcentral/fileexchange/11359-optical-communications-systems-softdm-ver-1-5-update-matlab-2010a
11587	https://www.mathworks.com/matlabcentral/fileexchange/11587-dc-motor-model-simulink
11680	https://www.mathworks.com/matlabcentral/fileexchange/11680-simulink-r-execution-control
11706	https://www.mathworks.com/matlabcentral/fileexchange/11706-carrierless-16-qam-cap-modem
11760	https://www.mathworks.com/matlabcentral/fileexchange/11760-stateflow-design-patterns-part-ii
11829	https://www.mathworks.com/matlabcentral/fileexchange/11829-dc-motor-model
12731	https://www.mathworks.com/matlabcentral/fileexchange/12731-task-execution-profiling-kit-for-real-time-workshop-targets
12808	https://www.mathworks.com/matlabcentral/fileexchange/12808-tool-for-removing-r11-dsp-blockset-blocks-from-models
12837	https://www.mathworks.com/matlabcentral/fileexchange/12837-optimization-of-a-double-wishbone-suspension-system
12884	https://www.mathworks.com/matlabcentral/fileexchange/12884-accurate-modeling-in-simulink
12989	https://www.mathworks.com/matlabcentral/fileexchange/12989-data-acquisition-into-simulink-using-tektronix-oscilloscopes
13305	https://www.mathworks.com/matlabcentral/fileexchange/13305-an-embedded-matlab-approach-for-string-support-in-stateflow
13332	https://www.mathworks.com/matlabcentral/fileexchange/13332-differential-drive-and-global-positioning-blockset-v2-0
13438	https://www.mathworks.com/matlabcentral/fileexchange/13438-file-i-o-c-s-function-example
13528	https://www.mathworks.com/matlabcentral/fileexchange/13528-cordic-implementation-of-sin-cos-using-embedded-matlab
13547	https://www.mathworks.com/matlabcentral/fileexchange/13547-simulink-serial-example-model
13667	https://www.mathworks.com/matlabcentral/fileexchange/13667-accelerating-aircraft-design
13721	https://www.mathworks.com/matlabcentral/fileexchange/13721-distributed-parallel-simulations-with-simulink-r-and-other-tools
13860	https://www.mathworks.com/matlabcentral/fileexchange/13860-simpro-v1-02
13978	https://www.mathworks.com/matlabcentral/fileexchange/13978-simulink-for-industrial-control-of-a-sheet-metal-rolling-application
14492	https://www.mathworks.com/matlabcentral/fileexchange/14492-hdl-cookbook-examples-with-embedded-matlab
14590	https://www.mathworks.com/matlabcentral/fileexchange/14590-measuring-soil-resistivity-for-grounding-systems
14611	https://www.mathworks.com/matlabcentral/fileexchange/14611-dynamic-signal-analyzer
14650	https://www.mathworks.com/matlabcentral/fileexchange/14650-digital-modulation-in-fpgas-xilinx-using-system-generator-ask-bpsk-fsk-ook-qpsk
14868	https://www.mathworks.com/matlabcentral/fileexchange/14868-phase-locked-loop-tutorial
14901	https://www.mathworks.com/matlabcentral/fileexchange/14901-simulink-diagnostics-examples
15268	https://www.mathworks.com/matlabcentral/fileexchange/15268-dsp-algorithms-using-embedded-matlab-block
15309	https://www.mathworks.com/matlabcentral/fileexchange/15309-link-budgets-with-communications-blockset
15367	https://www.mathworks.com/matlabcentral/fileexchange/15367-templates-for-modeling-scheduling-behavior-with-simulink-and-stateflow-ver-1p0
15368	https://www.mathworks.com/matlabcentral/fileexchange/15368-two-methods-for-breaking-data-dependency-loops-in-system-level-models
15477	https://www.mathworks.com/matlabcentral/fileexchange/15477-ethernet-source-with-simevents
15656	https://www.mathworks.com/matlabcentral/fileexchange/15656-forced-damped-driven-pendulum
15715	https://www.mathworks.com/matlabcentral/fileexchange/15715-xpc-file-scope-tools
15724	https://www.mathworks.com/matlabcentral/fileexchange/15724-emergency-system-in-power-substation
15726	https://www.mathworks.com/matlabcentral/fileexchange/15726-robot-animation-with-image-processing
15762	https://www.mathworks.com/matlabcentral/fileexchange/15762-udp-library-for-simulink-r
15781	https://www.mathworks.com/matlabcentral/fileexchange/15781-sigbuilder-code-generator
15792	https://www.mathworks.com/matlabcentral/fileexchange/15792-comedi-toolbox-v1-0-for-linux-based-rtw-targets
15972	https://www.mathworks.com/matlabcentral/fileexchange/15972-modeling-mode-logic-in-embedded-matlab
16067	https://www.mathworks.com/matlabcentral/fileexchange/16067-example-of-client-server-communication-in-stateflow
16100	https://www.mathworks.com/matlabcentral/fileexchange/16100-modelling-registers-in-embedded-matlab
16210	https://www.mathworks.com/matlabcentral/fileexchange/16210-bytes-to-tuple-converter
16278	https://www.mathworks.com/matlabcentral/fileexchange/16278-vectorized-adaptive-noise-canceler-using-lms-filter
16302	https://www.mathworks.com/matlabcentral/fileexchange/16302-modeling-counters-and-timers-in-embedded-matlab
16317	https://www.mathworks.com/matlabcentral/fileexchange/16317-yeast-fermentation-bioreactor-for-ethanol-production
16352	https://www.mathworks.com/matlabcentral/fileexchange/16352-advanced-setpoints-for-motion-systems
16363	https://www.mathworks.com/matlabcentral/fileexchange/16363-discrete-time-integrator-in-embedded-matlab
16642	https://www.mathworks.com/matlabcentral/fileexchange/16642-ofdm-with-qpsk
16855	https://www.mathworks.com/matlabcentral/fileexchange/16855-edge-detection-algorithm-in-embedded-matlab
17233	https://www.mathworks.com/matlabcentral/fileexchange/17233-motion-control-demo
17238	https://www.mathworks.com/matlabcentral/fileexchange/17238-simscape-tutorial-exercises
17287	https://www.mathworks.com/matlabcentral/fileexchange/17287-simulink-library-performance-index
17395	https://www.mathworks.com/matlabcentral/fileexchange/17395-cycloconverter
17429	https://www.mathworks.com/matlabcentral/fileexchange/17429-stateflow-design-patterns-part-iii
17556	https://www.mathworks.com/matlabcentral/fileexchange/17556-numerically-controlled-oscillator-using-embedded-matlab
17912	https://www.mathworks.com/matlabcentral/fileexchange/17912-analog-circuit-effects-in-signal-processing-and-communication-system-models
17969	https://www.mathworks.com/matlabcentral/fileexchange/17969-simscape-probes
17994	https://www.mathworks.com/matlabcentral/fileexchange/17994-determinant-of-a-3-by-3-matrix-in-simulink
18017	https://www.mathworks.com/matlabcentral/fileexchange/18017-3-phase-vector-plotter
18075	https://www.mathworks.com/matlabcentral/fileexchange/18075-vectorizable-embedded-matlab-function
18402	https://www.mathworks.com/matlabcentral/fileexchange/18402-reliable-and-roubst-design
18403	https://www.mathworks.com/matlabcentral/fileexchange/18403-echo-canceller-workbook-targeting-a-dspic
18451	https://www.mathworks.com/matlabcentral/fileexchange/18451-steam-condenser-model-and-pi-control
18465	https://www.mathworks.com/matlabcentral/fileexchange/18465-learning-the-kalman-filter-in-simulink-v2-1
18485	https://www.mathworks.com/matlabcentral/fileexchange/18485-learning-the-kalman-bucy-filter-in-simulink
18628	https://www.mathworks.com/matlabcentral/fileexchange/18628-learning-the-kalman-filter-a-feedback-perspective
18727	https://www.mathworks.com/matlabcentral/fileexchange/18727-computing-mod-using-embedded-matlab
18812	https://www.mathworks.com/matlabcentral/fileexchange/18812-nodose-neuron-action-potential-firing
18833	https://www.mathworks.com/matlabcentral/fileexchange/18833-configurable-simulink-model-for-dc-dc-converters-with-pwm-pi-control
18942	https://www.mathworks.com/matlabcentral/fileexchange/18942-mdlinfo-windows-explorer-tooltips-for-simulink-mdl-files
19065	https://www.mathworks.com/matlabcentral/fileexchange/19065-modified-rfamp_qam16-demo
19147	https://www.mathworks.com/matlabcentral/fileexchange/19147-nxtway-gs-self-balancing-two-wheeled-robot-controller-design
19269	https://www.mathworks.com/matlabcentral/fileexchange/19269-evaporator-and-gradient-control
19600	https://www.mathworks.com/matlabcentral/fileexchange/19600-simulink-programmable-pulse-generator
19608	https://www.mathworks.com/matlabcentral/fileexchange/19608-cordic-in-xsg
19749	https://www.mathworks.com/matlabcentral/fileexchange/19749-direct-digital-synthesis-in-xsg
19756	https://www.mathworks.com/matlabcentral/fileexchange/19756-mechanical-friction-with-simulink-and-physical-modeling
19835	https://www.mathworks.com/matlabcentral/fileexchange/19835-tips-for-fixed-point-modeling-and-code-generation-for-simulink-7-r2008a
19921	https://www.mathworks.com/matlabcentral/fileexchange/19921-dual-core-blackfin-application-example
19977	https://www.mathworks.com/matlabcentral/fileexchange/19977-simulink-matrix-element
20069	https://www.mathworks.com/matlabcentral/fileexchange/20069-ga-tuned-input-shaper
20112	https://www.mathworks.com/matlabcentral/fileexchange/20112-simulink-realization-of-morris-lecar-neuron-model
20160	https://www.mathworks.com/matlabcentral/fileexchange/20160-video-surveillance-system-design-with-simulink-and-xilinx-fpgas
20291	https://www.mathworks.com/matlabcentral/fileexchange/20291-dc-dc-boost-converter-open-loop-control
20415	https://www.mathworks.com/matlabcentral/fileexchange/20415-xpc-target-driver-authoring-tool-tutorial
20731	https://www.mathworks.com/matlabcentral/fileexchange/20731-mittag-leffler-function-m-file-cmex-dll-and-s-function
20879	https://www.mathworks.com/matlabcentral/fileexchange/20879-histogram-overlay-block
21039	https://www.mathworks.com/matlabcentral/fileexchange/21039-wimax-802-16e-phy-and-mac-beta
21261	https://www.mathworks.com/matlabcentral/fileexchange/21261-gui_simulink_scope
21311	https://www.mathworks.com/matlabcentral/fileexchange/21311-real-time-update-of-simulink-variables-in-gui
21439	https://www.mathworks.com/matlabcentral/fileexchange/21439-simulation-of-a-one-legged-hopping-robot
21458	https://www.mathworks.com/matlabcentral/fileexchange/21458-multiple-simulations-in-2-d
21468	https://www.mathworks.com/matlabcentral/fileexchange/21468-image-and-video-processing-with-simulink-webinar-files
21570	https://www.mathworks.com/matlabcentral/fileexchange/21570-simulink-timeout
21716	https://www.mathworks.com/matlabcentral/fileexchange/21716-metronome-using-simmechanics
21742	https://www.mathworks.com/matlabcentral/fileexchange/21742-metronome-with-driving-force
21748	https://www.mathworks.com/matlabcentral/fileexchange/21748-synchronizing-metronomes
21882	https://www.mathworks.com/matlabcentral/fileexchange/21882-adaptive-median-filter-using-embedded-matlab-blocks
21885	https://www.mathworks.com/matlabcentral/fileexchange/21885-differential-eq-solution-through-s-function
22136	https://www.mathworks.com/matlabcentral/fileexchange/22136-design-patterns-for-simulink-functions-in-stateflow
22166	https://www.mathworks.com/matlabcentral/fileexchange/22166-dif-radix2-fft-implementation-using-embedded-matlab-block
22297	https://www.mathworks.com/matlabcentral/fileexchange/22297-using-the-xpc-target-driver-authoring-tool-to-create-a-delay-timer
22316	https://www.mathworks.com/matlabcentral/fileexchange/22316-communication-systems-reference-curves
22486	https://www.mathworks.com/matlabcentral/fileexchange/22486-envelope-detector
22513	https://www.mathworks.com/matlabcentral/fileexchange/22513-general-economic-equilibrium
22637	https://www.mathworks.com/matlabcentral/fileexchange/22637-robot-arm
22674	https://www.mathworks.com/matlabcentral/fileexchange/22674-bus-copies-explained
22695	https://www.mathworks.com/matlabcentral/fileexchange/22695-minor-time-step-logging
22887	https://www.mathworks.com/matlabcentral/fileexchange/22887-general-purpose-controller
22989	https://www.mathworks.com/matlabcentral/fileexchange/22989-hierarchical-symbol-resolution
23007	https://www.mathworks.com/matlabcentral/fileexchange/23007-xpc-target-speaker-blocks
23042	https://www.mathworks.com/matlabcentral/fileexchange/23042-saturation-function
23079	https://www.mathworks.com/matlabcentral/fileexchange/23079-data-weighted-averaging-for-simulink
23126	https://www.mathworks.com/matlabcentral/fileexchange/23126-double-pendulum
23507	https://www.mathworks.com/matlabcentral/fileexchange/23507-xpc-target-cpu-overloads
23541	https://www.mathworks.com/matlabcentral/fileexchange/23541-parallel-computing-with-simulink-model-reference-build
23861	https://www.mathworks.com/matlabcentral/fileexchange/23861-simmechanics-rover
23887	https://www.mathworks.com/matlabcentral/fileexchange/23887-companion-software-for-the-book-simulink-7-2-guia-pratico
23931	https://www.mathworks.com/matlabcentral/fileexchange/23931-nxt-ballbot-self-balancing-robot-on-a-ball-controller-design
23965	https://www.mathworks.com/matlabcentral/fileexchange/23965-anti-windup-pid-controller-simulink-block
23997	https://www.mathworks.com/matlabcentral/fileexchange/23997-electric-wheelchair-demo
24216	https://www.mathworks.com/matlabcentral/fileexchange/24216-simulink-keyboard-input-v2
24294	https://www.mathworks.com/matlabcentral/fileexchange/24294-simulink-signal-viewing-using-event-listeners-and-a-matlab-ui
24320	https://www.mathworks.com/matlabcentral/fileexchange/24320-algorithmic-trading-with-matlab-2009-update
24353	https://www.mathworks.com/matlabcentral/fileexchange/24353-simulink-for-teaching-signal-processing-courses
24396	https://www.mathworks.com/matlabcentral/fileexchange/24396-inversor-de-dois-niveis-com-modulacao-por-largura-de-pulso-senoidal-spwm
24403	https://www.mathworks.com/matlabcentral/fileexchange/24403-modelamento-e-simulacao-do-motor-de-inducao-trifasico
24413	https://www.mathworks.com/matlabcentral/fileexchange/24413-catenary-systems-in-simpowersystem
24629	https://www.mathworks.com/matlabcentral/fileexchange/24629-single-phase-active-power-filter-for-high-voltage-dc-power-supply
24648	https://www.mathworks.com/matlabcentral/fileexchange/24648-harmonic-elimination-pwm
24653	https://www.mathworks.com/matlabcentral/fileexchange/24653-relief-valve-dynamics
24656	https://www.mathworks.com/matlabcentral/fileexchange/24656-replace-simulink-scope-display-blocks-with-terminators
24687	https://www.mathworks.com/matlabcentral/fileexchange/24687-jpeg2000-compression-using-simulink-v2
24745	https://www.mathworks.com/matlabcentral/fileexchange/24745-dealing-with-array-of-buses-in-simulink
24746	https://www.mathworks.com/matlabcentral/fileexchange/24746-modeling-traffic-management-on-a-cisco-router
24763	https://www.mathworks.com/matlabcentral/fileexchange/24763-water-surface-modell
24767	https://www.mathworks.com/matlabcentral/fileexchange/24767-economic-single-phase-to-three-phase-converter
24802	https://www.mathworks.com/matlabcentral/fileexchange/24802-rayleigh-channel-in-simulink
24823	https://www.mathworks.com/matlabcentral/fileexchange/24823-simulation-of-simple-pendulum
24830	https://www.mathworks.com/matlabcentral/fileexchange/24830-torque-of-electro-magnetic-torque-motor
24833	https://www.mathworks.com/matlabcentral/fileexchange/24833-transient-response-of-electromagnetic-torque-motor
24836	https://www.mathworks.com/matlabcentral/fileexchange/24836-transient-response-of-first-stage-of-electrohydraulic-servovalve
24841	https://www.mathworks.com/matlabcentral/fileexchange/24841-transient-response-of-two-stage-electrohydraulic-servovalve
24897	https://www.mathworks.com/matlabcentral/fileexchange/24897-simulation-for-cellular-neural-networks-cnn
24917	https://www.mathworks.com/matlabcentral/fileexchange/24917-introduction-to-unscented-kalman-filtering
24918	https://www.mathworks.com/matlabcentral/fileexchange/24918-simscape-thermal-heat-exchanger-condensator
24935	https://www.mathworks.com/matlabcentral/fileexchange/24935-tuning-block-parameters-at-every-time-step-in-a-simulation
24961	https://www.mathworks.com/matlabcentral/fileexchange/24961-double-suspended-mass-spring-damper-system
24983	https://www.mathworks.com/matlabcentral/fileexchange/24983-input-device-optimization-tool
25014	https://www.mathworks.com/matlabcentral/fileexchange/25014-simscape-language-dc-motor
25032	https://www.mathworks.com/matlabcentral/fileexchange/25032-introducao-ao-simulink
25062	https://www.mathworks.com/matlabcentral/fileexchange/25062-automated-failure-boundary-mapping
25082	https://www.mathworks.com/matlabcentral/fileexchange/25082-memristor-model
25101	https://www.mathworks.com/matlabcentral/fileexchange/25101-implimentation-of-delta-sigma-modulator-simulink
25128	https://www.mathworks.com/matlabcentral/fileexchange/25128-active-reactive-power-control-in-windmills
25139	https://www.mathworks.com/matlabcentral/fileexchange/25139-simple-inverted-pendulum-with-lqr-pid-simmechanics
25163	https://www.mathworks.com/matlabcentral/fileexchange/25163-32-bits-hex-input-to-float-in-simulink
25198	https://www.mathworks.com/matlabcentral/fileexchange/25198-receive-serial-data-and-decode-it
25238	https://www.mathworks.com/matlabcentral/fileexchange/25238-simscape-language-nonlinear-spring
25270	https://www.mathworks.com/matlabcentral/fileexchange/25270-pneumatic-cylinder
25547	https://www.mathworks.com/matlabcentral/fileexchange/25547-simulink-introduction-video
25585	https://www.mathworks.com/matlabcentral/fileexchange/25585-full-state-feedback-of-furuta-pendulum
25628	https://www.mathworks.com/matlabcentral/fileexchange/25628-magnetic-suspension-system-simulation
25631	https://www.mathworks.com/matlabcentral/fileexchange/25631-simple-radar_system_simulation
25639	https://www.mathworks.com/matlabcentral/fileexchange/25639-simscape-language-van-der-pol-s-equation
25674	https://www.mathworks.com/matlabcentral/fileexchange/25674-automotive-electrical-system-simulation-and-control
25709	https://www.mathworks.com/matlabcentral/fileexchange/25709-how-to-use-a-switcher-in-simulink-when-inputs-are-different-sizes
25750	https://www.mathworks.com/matlabcentral/fileexchange/25750-ask-ook-fsk-qpsk-digital-modulations-and-demodulations-in-simulink
25752	https://www.mathworks.com/matlabcentral/fileexchange/25752-wind-turbine-model
25770	https://www.mathworks.com/matlabcentral/fileexchange/25770-rotatory-gantry-simulation
25847	https://www.mathworks.com/matlabcentral/fileexchange/25847-servomotor-modeling-with-simmechanics-and-simelectronics
25864	https://www.mathworks.com/matlabcentral/fileexchange/25864-getting-started-with-simulink-3d-animation-bouncing-ball-with-deformation-demo
25885	https://www.mathworks.com/matlabcentral/fileexchange/25885-am-mod-demod
25908	https://www.mathworks.com/matlabcentral/fileexchange/25908-application-of-simulink-to-modele-pacemaker-vi1
25936	https://www.mathworks.com/matlabcentral/fileexchange/25936-s-functions-x-hugebus-with-busobj-as-workaround-for-input-bounds-are-out-of-range
26013	https://www.mathworks.com/matlabcentral/fileexchange/26013-heartvi1-with-simulink-new-block-library
26028	https://www.mathworks.com/matlabcentral/fileexchange/26028-a-block-function-square-with-simulink
26029	https://www.mathworks.com/matlabcentral/fileexchange/26029-new-block-library-simulink-called-detection-frequency-value
26037	https://www.mathworks.com/matlabcentral/fileexchange/26037-annihilation-of-cardiac-rythm-and-sudden-death
26046	https://www.mathworks.com/matlabcentral/fileexchange/26046-re-synchronization-of-heart-vi1-simulink-library
26047	https://www.mathworks.com/matlabcentral/fileexchange/26047-calibration-of-the-detector-frequency-block-simulink
26048	https://www.mathworks.com/matlabcentral/fileexchange/26048-linearity-of-block-function-square-simulink
26052	https://www.mathworks.com/matlabcentral/fileexchange/26052-training-sinusoidal-input-for-sinusoidal-relaxation-oscillator-vi1-with-simulink
26055	https://www.mathworks.com/matlabcentral/fileexchange/26055-training-ramp-periodic-signal-to-sinusoidal-relaxation-oscillator-vi1-with-simulink
26076	https://www.mathworks.com/matlabcentral/fileexchange/26076-new-block-library-simulink-called-the-phase-filter
26098	https://www.mathworks.com/matlabcentral/fileexchange/26098-bouncing-ball-with-damping-and-temperature-visualization
26134	https://www.mathworks.com/matlabcentral/fileexchange/26134-pid-controller-design-and-tuning-with-matlab-and-simulink-fourbar-linkage
26141	https://www.mathworks.com/matlabcentral/fileexchange/26141-a-new-block-simulink-phase-loop-lock-control-the-pllvi1
26142	https://www.mathworks.com/matlabcentral/fileexchange/26142-a-new-block-simulink-of-chao-emetter-and-receptor-called-chaovi1etrt
26149	https://www.mathworks.com/matlabcentral/fileexchange/26149-the-heartvi1fp1-block-simulink-of-lobal-heart-with-frequency-and-pressure
26204	https://www.mathworks.com/matlabcentral/fileexchange/26204-hydraulic-fluid
26206	https://www.mathworks.com/matlabcentral/fileexchange/26206-hydraulic-line
26243	https://www.mathworks.com/matlabcentral/fileexchange/26243-chua-s-system
26244	https://www.mathworks.com/matlabcentral/fileexchange/26244-hyperchaotic-chua-s-system-in-secure-communications
26246	https://www.mathworks.com/matlabcentral/fileexchange/26246-observer-based-synchronization-in-chua-s-systems
26275	https://www.mathworks.com/matlabcentral/fileexchange/26275-pid-controller-design-for-a-dc-motor
26298	https://www.mathworks.com/matlabcentral/fileexchange/26298-sinusal-stimulation-of-heartvi19-simulink-and-arrhythmias
26351	https://www.mathworks.com/matlabcentral/fileexchange/26351-real-time-simulation-of-a-hybrid-electric-vehicle
26405	https://www.mathworks.com/matlabcentral/fileexchange/26405-manchester
26438	https://www.mathworks.com/matlabcentral/fileexchange/26438-heart-vi1-simulator-investigation-12-monitoring
26440	https://www.mathworks.com/matlabcentral/fileexchange/26440-translation-of-matlab-simulink-models-to-specc-specification-models
26459	https://www.mathworks.com/matlabcentral/fileexchange/26459-video-communication-system
26460	https://www.mathworks.com/matlabcentral/fileexchange/26460-heartvi1-simulink-investigation-17-monitoring
26463	https://www.mathworks.com/matlabcentral/fileexchange/26463-heart-vi1-simulator-simulink-investigation-20-monitoring
26467	https://www.mathworks.com/matlabcentral/fileexchange/26467-video-communication-system
26511	https://www.mathworks.com/matlabcentral/fileexchange/26511-global-heartvi1-simulator-simulink
26513	https://www.mathworks.com/matlabcentral/fileexchange/26513-monopod-hopper
26558	https://www.mathworks.com/matlabcentral/fileexchange/26558-dc-to-ac-converter
26561	https://www.mathworks.com/matlabcentral/fileexchange/26561-global-heart-vi1-simulink-monitoring-and-compiling-problems
26578	https://www.mathworks.com/matlabcentral/fileexchange/26578-reentrance-vi1-wuth-heart-vi1-simulator-simulink
26585	https://www.mathworks.com/matlabcentral/fileexchange/26585-stop-a-simulation-in-steady-state-using-stop-block
26609	https://www.mathworks.com/matlabcentral/fileexchange/26609-application-of-block-simulink-to-cardiac-pde-vi1
26635	https://www.mathworks.com/matlabcentral/fileexchange/26635-automatic-control-system-vapor-pressure-in-the-boiler
26683	https://www.mathworks.com/matlabcentral/fileexchange/26683-torque-measurement-changes-output-data
26684	https://www.mathworks.com/matlabcentral/fileexchange/26684-issues-with-running-a-pump-via-speed-from-asynchronous-motor
26705	https://www.mathworks.com/matlabcentral/fileexchange/26705-le-simulateur-cardiaque-vi1-simulink-monitoring-n-25
26762	https://www.mathworks.com/matlabcentral/fileexchange/26762-line_flow_4lump_with_and_without_acc
26763	https://www.mathworks.com/matlabcentral/fileexchange/26763-bulk-modulus-of-oil
26764	https://www.mathworks.com/matlabcentral/fileexchange/26764-hsa
26765	https://www.mathworks.com/matlabcentral/fileexchange/26765-hyd_spring
26766	https://www.mathworks.com/matlabcentral/fileexchange/26766-line-1-18m
26768	https://www.mathworks.com/matlabcentral/fileexchange/26768-mapping-of-angles-from-pi-pi-to-0-2-pi
26862	https://www.mathworks.com/matlabcentral/fileexchange/26862-kalman-filtering-demo-in-matlab-with-automatic-matlab-to-c-code-generation
